Id,Name,Priority,Domains,Countries,Country,Categories,EPC,Average_Commission_Rate,Average_Basket_Size,Average_Conversion_Rate,Special_Rate_Type
42605,TripAdvisor,1,"tripadvisor.com.my, tripadvisor.nl, th.tripadvisor.com, tripadvisor.ru, media-cdn.tripadvisor.com, ar.tripadvisor.com, tripadvisor.com.mx, tripadvisor.be, tripadvisor.com.ar, tripadvisor.ca, tripadvisor.com.tr, tripadvisor.co, tripadvisor.co.nz, tripadvisor.de, tripadvisor.co.za, tripadvisor.com.vn, no.tripadvisor.com, tripadvisor.at, it.tripadvisor.ch, tripadvisor.in, tripadvisor.com.tw, tripadvisor.co.uk, fr.tripadvisor.ca, tripadvisor.it, tripadvisor.sk, tripadvisor.com.sg, tripadvisor.com.ph, tripadvisor.jp, pl.tripadvisor.com, tripadvisor.cl, tripadvisor.com.ve, tripadvisor.com, tripadvisor.com.pe, tripadvisor.rs, tripadvisor.com.hk, tripadvisor.co.id, tripadvisor.pt, fr.tripadvisor.ch, tripadvisor.ie, tripadvisor.se, tripadvisor.co.hu, tripadvisor.fr, tripadvisor.cz, tripadvisor.fi, tripadvisor.com.au, tripadvisor.com.br, tripadvisor.com.eg, tripadvisor.es, tripadvisor.com.gr, tripadvisor.dk, tripadvisor.co.il","Saint Lucia, Seychelles, Serbia, Kyrgyzstan, Suriname, Afghanistan, Bahama, Taiwan, Argentina, Ghana, Martinique, Malawi, Switzerland, United States Virgin Islands, Maldives, British Virgin Islands, Russian Federation, Albania, Guadeloupe, Nambia, Hungary, Lao People's Democratic Republic, Australia, United Arab Emirates, Belize, Mongolia, Nicaragua, Latvia, Grenada, Malta, Panama, Guam, Kenya, Singapore, Armenia, Sweden, Turkey, Liberia, French Polynesia, France, Senegal, Bulgaria, Nigeria, Fiji, Israel, United States, Azerbaijan, Cyprus, Iceland, Chile, Botswana, Czech Republic, Georgia, Viet Nam, Estonia, Uzbekistan, Norway, South Africa, Korea, Republic of, Spain, Denmark, El Salvador, Ukraine, Venezuela, Peru, Hong Kong, Luxembourg, Cambodia, Paraguay, Saudi Arabia, Lithuania, New Zealand, Thailand, Zimbabwe, Trinidad & Tobago, Zambia, Dominican Republic, Tunisia, Belarus, Guyana, India, Canada, Puerto Rico, Jordan, Bosnia and Herzegovina, Slovenia, Brazil, Ethiopia, Germany, Bermuda, Italy, Uganda, Sri Lanka, Slovakia, Antigua & Barbuda, Qatar, Ireland, Japan, Croatia, Uruguay, Nepal, Guatemala, Belgium, Greece, Rwanda, Iraq, St. Vincent & the Grenadines, Moldova, Republic of, St. Kitts and Nevis, Haiti, Finland, Egypt, Algeria, Morocco, Pakistan, Mexico, Austria, Barbados, United Kingdom, Malaysia, Indonesia, Aruba, Mozambique, Brunei Darussalam, Philippines, Gibraltar, Mauritius, Kazakhstan, Myanmar, Honduras, Jamaica, Cayman Islands, Bangladesh, Turks & Caicos Islands, Portugal, Bolivia, Costa Rica, Macau, Romania, Bahrain, Lebanon, Netherlands, Poland, Colombia, Tanzania, United Republic of, Ecuador, Kuwait, Oman",US,"Package Holidays, Flights, Cruises, Hotels, Car Rental, Restaurants and Booking Services, Food & Drink, Travel, Ferry, Coach",0.026751801,0.349009,0.362885228,0.211226,preferred
68485,Bailey Blue,3,baileyblueclothing.com,United States,US,Fashion & Accessories,1.520596117,0.200005,38.01402027,0.2,none
60774,Collections Etc.,7,"m.collectionsetc.com, collectionsetc.com","United States, United States Virgin Islands",US,"Lighting, Collecting (Stamps, Coins, etc), Soft Furnishings, Interests, Kitchenware Cooking Equipment, Home",0.063169307,0.0499908,6.450208933,0.195903,none
72869,Fat Snax,6,fatsnax.com,"United States, Hong Kong",US,Food & Drink,1.002836252,0.100025,51.46259134,0.194819,none
30084,factorydirectfilters.com,2,factorydirectfilters.com,United States,US,"Appliances, DIY Home Improvement, Home",0.414332403,0.0156727,136.546375,0.193609,none
13516,Esther Boutique,9,esther.com.au,"United States, Australia, New Zealand",US,"Jewellery, Women's Fashion, Fashion & Accessories, Watches, Lingerie Sleepwear, Men's Fashion",1.3024552,0.0800531,84.52513292,0.192485,none
59499,My Social Book,9,mysocialbook.com,"Australia, United Arab Emirates, Finland, Spain, Denmark, Israel, Portugal, Ireland, Japan, United States, United Kingdom, Canada, Lebanon, Netherlands, Sweden, Switzerland, Belgium, Hong Kong, Luxembourg, Germany, Italy, France, New Zealand",US,"Gifts, Books eBooks, Entertainment, Personalised Gifts",0.153987292,0.0999996,8.086183424,0.190433,none
41129,Potato Parcel,9,potatoparcel.com,United States,US,"Marketing/Advertising Services, Board Games and Puzzles, Other Gifts, Children's Toys, Flowers, Gifts",0.193383523,0.0518688,19.68128635,0.189435,none
75053,Worx,2,worx.com,United States,US,,0.666359538,0.0300015,117.5904989,0.188883,none
49806,Peach Marketplace,10,peachmarketplace.com,United States,US,Fashion & Accessories,0.640646542,0.120001,28.31395184,0.188552,none
74009,Lovebox,6,en.lovebox.love,United States,US,,0.409137787,0.0200019,109.0932889,0.1875,none
68119,One Pound E Liquid,10,onepoundeliquid.com,"United States, United Kingdom",US,,0.174817537,0.0440699,21.30263259,0.186213,none
71035,Wanderlust Swim,2,wanderlust-swim.com,United States,US,"Sportswear, Women's Fashion, Fashion & Accessories, Fitness Equipment, Fitness Products and Services, Men's Fashion",1.451444411,0.0799997,98.84492604,0.183552,none
54200,The Dollar E-Juice Club,3,thedollarejuiceclub.com,United States,US,Food & Drink,0.393335045,0.0500136,42.99291957,0.182927,none
38043,eCig-City Online,9,ecig-city.com,United States,US,"Marketing/Advertising Services, Interests, Electronic Smoking Vapour",0.911881046,0.100007,49.96528508,0.182491,none
40590,VaporFi,10,"southbeachsmoke.com, directcbd.com, vaporfi.com, directvapor.com",United States,US,"Electronic Smoking Vapour, Interests, Food & Drink",0.931479129,0.108592,47.0175112,0.182439,none
72700,Daydreamer,10,daydreamerla.com,United States,US,Fashion & Accessories,1.323132455,0.0800134,92.37978288,0.179004,none
73596,GIDDI,3,mygiddi.com,United States,US,Health Foods Vitamins,2.361855571,0.117032,113.7272534,0.177453,none
52945,Provape.com,6,provape.com,United States,US,Food & Drink,1.01337612,0.100024,57.11664947,0.177379,none
73106,Ritual Zero Proof (US),6,ritualzeroproof.com,United States,US,,0.273794153,0.0500219,30.88466298,0.177224,none
31663,Eightcig,10,"eightvape.com, hotbuyvape.com, eightvape.net, eightcig.com",United States,US,"Marketing/Advertising Services, Interests, Electronic Smoking Vapour",1.090629262,0.136051,45.36191862,0.176719,none
34098,cronometer.com,5,cronometer.com,"Australia, Ireland, United States, United Kingdom, India, Canada",US,"Food & Drink, Health Foods Vitamins",0.112798719,0.398891,1.605788288,0.176101,none
3794,Roman Originals,9,romanoriginals.co.uk,"United States, United Kingdom",US,"Women's Fashion, Fashion & Accessories, Women's Shoes, Bags/Belts/Wallets and Hats, Men's Fashion",0.796343797,0.109496,41.95893916,0.173331,none
69291,Everytable,7,everytable.com,United States,US,Food & Drink,1.484419747,0.241401,35.54545972,0.172996,none
56374,forever missed (Working Media Inc.),7,forevermissed.com,United States,US,Gifts,1.66477201,0.130602,73.7979098,0.172727,none
71961,Adelante Shoe Co,7,adelanteshoes.com,United States,US,Fashion & Accessories,3.137270267,0.1,181.9610165,0.172414,none
67578,Iconic Protein,7,drinkiconic.com,United States,US,"Other Beauty Products, Health Foods Vitamins, Cosmetics, Food & Drink, Fitness Equipment, Fitness Products and Services",0.895081512,0.0799834,65.23444309,0.171548,none
51470,Pure Chimp Ltd,5,purechimp.com,"United States, Ireland, United Kingdom",US,,0.171803624,0.0504216,19.99962427,0.17037,none
3645,"Joggles.com, Inc",7,joggles.com,United States,US,"Arts & Crafts, Collecting (Stamps, Coins, etc), Interests, Music",1.059366241,0.100008,62.3801111,0.169811,none
65317,Rodd & Gunn,3,roddandgunn.com,"United States, Australia",US,,2.095793323,0.1,124.1117779,0.168862,none
33130,CigarPage,5,cigarpage.com,United States,US,"Fashion & Accessories, Gender - Male, Tobacco",0.57428397,0.050016,68.30355021,0.168102,none
35526,BestofSigns.com,10,bestofsigns.com,"United States, Russian Federation",US,"Marketing/Advertising Services, Business",1.64453019,0.111348,89.79730324,0.164474,none
53557,Wonderbly,3,wonderbly.com,"Australia, Spain, Ireland, Japan, United States, Austria, United Kingdom, Canada, Netherlands, Singapore, Switzerland, Belgium, Hong Kong, Germany, Italy, France, New Zealand",US,,0.2750169,0.0500012,33.45725708,0.164395,none
2568,Casetify,6,casetify.com,"Saint Lucia, Cuba, Chad, Swaziland, Seychelles, Anguilla, Kyrgyzstan, Suriname, Afghanistan, Bahama, Faroe Islands, French Guiana, Taiwan, Argentina, Kiribati, Martinique, Ghana, Turkmenistan, Lesotho, Malawi, Switzerland, United States Virgin Islands, Mali, Sierra Leone, Maldives, Central African Republic, British Virgin Islands, Russian Federation, Albania, American Samoa, Guadeloupe, Palau, Nambia, Hungary, Comoros, Australia, United Arab Emirates, Belize, Nicaragua, Mongolia, Latvia, Grenada, Malta, Western Sahara, Panama, Guam, Niue, Kenya, Nauru, Cocos (Keeling) Islands, Sweden, Gabon, Turkey, Singapore, Armenia, Korea, Democratic People's Republic of, Liberia, French Polynesia, Vatican City State (Holy See), Senegal, France, Bulgaria, Togo, Nigeria, Greenland, Fiji, China, Yugoslavia, Angola, Israel, Cape Verde, United States, Azerbaijan, Cyprus, Iceland, Pitcairn, Chile, Wallis & Futuna Islands, Netherlands Antilles, Northern Mariana Islands, Guinea, Botswana, Georgia, Czech Republic, Viet Nam, Estonia, Uzbekistan, South Africa, Norway, Korea, Republic of, Spain, Denmark, El Salvador, Tokelau, Ukraine, Venezuela, Peru, Hong Kong, Luxembourg, Congo, Bhutan, Cambodia, Paraguay, Mauritania, Saudi Arabia, Lithuania, Benin, Tuvalu, Svalbard & Jan Mayen Islands, New Zealand, Thailand, Zimbabwe, Trinidad & Tobago, Zambia, Solomon Islands, Tunisia, Dominican Republic, Belarus, India, Guyana, Canada, Tajikistan, Marshall Islands, Jordan, Puerto Rico, Tonga, Bosnia and Herzegovina, Slovenia, Brazil, Ethiopia, British Indian Ocean Territory, Cook Iislands, Germany, Italy, Bermuda, Niger, Burkina Faso, Uganda, Somalia, Mayotte, Equatorial Guinea, Sri Lanka, Vanuatu, Slovakia, Antigua & Barbuda, Qatar, Ireland, Madagascar, Sao Tome & Principe, Japan, Croatia, Uruguay, Nepal, Gambia, Guatemala, Eritrea, Djibouti, Dominica, Belgium, Greece, Rwanda, Iraq, Moldova, Republic of, Haiti, Finland, Egypt, Algeria, Morocco, Pakistan, Mexico, Austria, Barbados, United Kingdom, New Caledonia, Malaysia, Indonesia, Aruba, Philippines, Yemen, San Marino, Norfolk Island, Brunei Darussalam, Gibraltar, Mauritius, Mozambique, Kazakhstan, Myanmar, Liechtenstein, Andorra, Honduras, Jamaica, Cayman Islands, Bangladesh, Turks & Caicos Islands, Monaco, Portugal, Burundi, Costa Rica, Bolivia, Romania, Macau, Bahrain, Antarctica, Lebanon, Micronesia, Netherlands, Falkland Islands (Malvinas), Christmas Island, Montenegro, Sudan, Poland, Tanzania, United Republic of, Colombia, Ecuador, Cameroon, Monserrat, Papua New Guinea, Samoa, French Southern Territories, Kuwait, Oman",US,"Fashion & Accessories, Technology, Computers, Mobile Phone Accessories, Consumer Electronics/Gadgets, Mobile Phones (Devices)",1.116278707,0.135431,50.80826273,0.162226,exclusive to you
72493,LA Police Gear,4,lapolicegear.com,United States,US,,0.731951272,0.0689379,66.07553779,0.160688,none
72323,Christopher Cloos (US),2,christopher-cloos.com,United States,US,,2.366233453,0.099999,147.3569191,0.16058,none
59730,Tony Bianco US,9,us.tonybianco.com,United States,US,,1.838804588,0.0800001,143.9063949,0.159722,none
62565,Park 'N Fly,3,pnf.com,United States,US,"Automotive, Car Accessories",0.198445154,0.0200002,62.20240675,0.159514,none
63208,FlagandAnthem.com,4,flagandanthem.com,United States,US,Fashion & Accessories,0.265961039,0.0266041,62.87015144,0.159011,none
67276,Redee Solutions LLC,2,redeepatch.com,United States,US,Fashion & Accessories,0.449435484,0.100027,28.60404536,0.15708,none
22205,Pets at Home Ltd,10,petsathome.com,"Nepal, Ireland, United States, Egypt, United Kingdom",US,"Home, Pet Supplies",0.088822165,0.0129214,43.78964702,0.156979,none
38422,Annie's,10,"annieskitclubs.com, hookandneedleclub.com","United States, Canada",US,"Arts & Crafts, Music, Books eBooks",2.009306616,0.953142,13.47810999,0.156409,none
45595,Dr Schulzeâ€™s,3,herbdoc.com,United States,US,"Food & Drink, Health Foods Vitamins",0.960817999,0.0671231,91.56081296,0.156336,none
54836,Boob Tape,7,buyboobtape.com,"United States, Canada",US,,0.598540026,0.119843,31.98278171,0.156158,none
54248,Funkypigeon.Com,7,funkypigeon.com,"Netherlands, Ireland, Germany, United States, Spain, United Kingdom",US,,0.043088127,0.0334101,8.275279682,0.155847,none
71637,Bona Fide Masks,7,bonafidemasks.com,"United States, Canada, Mexico, Puerto Rico",US,,0.307701555,0.0688296,28.73408728,0.155581,none
50885,Skinnydip,10,skinnydiplondon.com,"Netherlands, Australia, Thailand, Canada, Sweden, Spain, Israel, Ireland, Germany, Japan, United States, France, United Kingdom",US,Fashion & Accessories,0.28004911,0.0451569,40.74195858,0.152218,none
66962,Black Buffalo,5,blackbuffalo.com,United States,US,Food & Drink,1.047644815,0.200022,34.59432955,0.151402,none
53023,Pittman & Davis,5,pittmandavis.com,United States,US,,0.176929983,0.0300091,39.10107662,0.150785,none
58467,Feals,5,feals.com,United States,US,,0.674302098,0.10003,44.76007753,0.150603,none
67238,cbdMD,3,cbdmd.com,United States,US,,2.25069032,0.200242,74.79729082,0.150271,none
71683,Aroma360,10,aroma360.com,United States,US,Home,2.951563337,0.170099,115.5303053,0.150195,none
67830,Coolwick.com,5,coolwick.com,United States,US,,0.558800155,0.0500017,74.6625415,0.149682,none
71679,4Patriots LLC,2,4patriots.com,United States,US,,1.281271901,0.0500027,171.5835532,0.149339,none
62297,Smartass & Sass,10,smartassandsass.com,United States,US,,0.998255951,0.100028,66.93322607,0.1491,none
64444,Pet Drugs Online,3,petdrugsonline.co.uk,"United States, United Kingdom",US,,0.380002511,0.0500049,51.02009574,0.148947,none
73038,Microbe Formulas,4,microbeformulas.com,United States,US,"Other Beauty Products, Health Foods Vitamins, Cosmetics",3.342183389,0.126589,180.8536006,0.145985,none
69087,TSEmporium.com,3,tsemporium.com,United States,US,,1.194161464,0.0793682,103.2881232,0.145669,none
598,PhotoBarn,9,photobarn.com,United States,US,"Interests, Art and Posters, Home",0.084481236,0.00999386,58.55476018,0.144366,none
38042,ECBlend,5,ecblendflavors.com,United States,US,"Food & Drink, Health Foods Vitamins",2.189423509,0.250006,60.66614676,0.144355,none
52327,SPENCER BARNES LA,9,spencerbarnesla.com,United States,US,Health Foods Vitamins,1.329510982,0.0834136,111.390147,0.143089,none
72838,giftpros,3,giftpros.com,United States,US,Gifts,0.129293448,0.0500484,18.08359479,0.142857,none
41648,Flawless Vape Shop,9,flawlessvapeshop.com,United States,US,"Software, Technology, Consumer Electronics/Gadgets, Food & Drink",0.766283517,0.100006,54.2183033,0.141325,none
62249,Vanishing Magic,2,vanishingincmagic.com,"United States, United Kingdom",US,,0.307653304,0.0499962,43.56886996,0.141237,none
60976,Boka,8,boka.com,United States,US,Health Foods Vitamins,0.487612498,0.14999,23.1180414,0.140625,none
64411,Ayazo,8,ayazo.de,"Finland, Serbia, Moldova, Republic of, Belarus, United States, Austria, Iceland, United Kingdom, Cyprus, Bosnia and Herzegovina, Switzerland, Slovenia, San Marino, Gibraltar, Russian Federation, Germany, Albania, Italy, Czech Republic, Andorra, Liechtenstein, Hungary, Estonia, Norway, Slovakia, Latvia, Spain, Denmark, Malta, Ireland, Portugal, North Macedonia, Romania, Ukraine, Netherlands, Sweden, Turkey, Belgium, Poland, Greece, Luxembourg, France, Bulgaria, Croatia, Lithuania",US,,0.824869464,0.1,59.11564689,0.139535,none
70846,PAWZ,7,pawz.com,United States,US,,0.400318473,0.0500003,57.70695744,0.138741,none
54951,Saranoni Luxury Blankets,4,saranoni.com,"United States, Canada",US,,0.738498089,0.080006,66.74187026,0.138302,none
55959,Blueland,5,blueland.com,"United States, Canada",US,,0.723229637,0.125,41.87914873,0.138155,none
50121,www.beachsissi.com,5,beachsissi.com,United States,US,Fashion & Accessories,0.688786768,0.0800117,62.51462505,0.137705,none
62874,Grassland Beef,4,grasslandbeef.com,United States,US,,1.128530893,0.049997,164.264723,0.137413,none
65034,Commerce12,6,nassifmdskincare.com,United States,US,Health Foods Vitamins,0.678029182,0.0700042,70.64748235,0.137097,none
62597,Redbox,2,redbox.com,"United States, Puerto Rico",US,,0.008726178,0.022479,2.835443547,0.136907,none
49679,J. Jill,8,jjill.com,"United States, Canada",US,"Fashion & Accessories, Women's Fashion",0.290716079,0.0299933,71.16576709,0.136199,none
61277,"Beli,Inc.",3,"beli.ai, belibaby.com",United States,US,Health Foods Vitamins,5.820005759,0.961233,44.48904897,0.136095,none
62949,Lollicup,7,lollicupstore.com,United States,US,,1.355825348,0.0797312,124.9861774,0.136054,none
50739,ShopMVG,3,shopmvg.com,United States,US,Department Stores,0.333353354,0.0499933,49.78734536,0.133929,none
42552,Lululemon,8,"lululemon.com, shop.lululemon.com","Australia, Korea, Republic of, China, Israel, Mexico, Costa Rica, United States, Argentina, Canada, United Kingdom, Guam, Puerto Rico, Venezuela, Singapore, Guatemala, Turkey, Philippines, Hong Kong, Germany, Bermuda, Kuwait",US,"Sportswear, Men's Shoes, Fashion & Accessories, Fitness Products and Services, Lingerie Sleepwear, Multi-Category Retailers, Women's Fashion, Fitness Equipment, Men's Fashion",1.509098292,0.186498,60.55669971,0.133623,exclusive to you
68995,UnderPar,9,underpar.com,"United States, Canada",US,"Children's Toys, Board Games and Puzzles, Fitness Equipment, Fitness Products and Services",1.515700421,0.0835891,135.7508244,0.133574,none
67934,Cat Person,4,catperson.com,United States,US,,0.776872814,0.143585,40.98521347,0.132012,none
71646,FSD Media LLC,4,happymasks.com,United States,US,Fashion & Accessories,0.339134041,0.05,51.39480478,0.131972,none
73053,Slider Revolution,9,"themepunch.com, essential-grid.com, sliderrevolution.com","United States, United Kingdom",US,,1.913852313,0.299996,48.66933786,0.13108,none
74145,BJJ Fanatics,9,bjjfanatics.com,"Australia, Germany, United States, United Kingdom, Canada",US,"Fitness Equipment, Fitness Products and Services",0.186763741,0.0200017,71.24897038,0.131053,none
75229,No nonsense,3,nononsense.com,United States,US,,0.481296345,0.100053,36.77620945,0.130802,none
69651,nu-in,9,nu-in.com,"Netherlands, Sweden, Spain, Ireland, Portugal, Germany, Italy, France, Czech Republic, United States, Austria, United Kingdom, Estonia",US,,0.056279791,0.0137665,31.25701831,0.130792,none
73259,Blue Bear Protection,5,bluebearprotection.com,United States,US,Health Foods Vitamins,1.229643491,0.300007,31.51757291,0.130045,none
70927,FitNation,10,buyfitnation.com,United States,US,"Other Beauty Products, Health Foods Vitamins, Cosmetics, Computers, Fitness Equipment, Computer and Laptop Accessories, Fitness Products and Services",1.339314143,0.0499968,206.004062,0.130037,none
64455,Gamivo (US),9,gamivo.com,"Slovakia, Spain, Romania, United States, United Kingdom, Canada, Netherlands, Poland, Greece, Russian Federation, Germany, Italy, Czech Republic, France, Hungary, Croatia",US,,0.127735299,0.0439626,22.39875068,0.129719,exclusive to you
63517,The Walking Company,7,thewalkingcompany.com,United States,US,"Fashion & Accessories, Women's Shoes, Men's Shoes",1.355331071,0.0899953,116.8299008,0.128905,none
72857,Mr. Tortilla,10,mrtortilla.com,United States,US,Food & Drink,0.151235817,0.0700348,16.76505204,0.128806,none
67749,T.M.Lewin UK,9,tmlewin.co.uk,"United States, Russian Federation, United Kingdom",US,,0.082380795,0.02,32.03562227,0.128577,none
53245,Currentbody US & Canada,5,us.currentbody.com,"United States, Canada",US,,0.722688286,0.0569573,98.70805838,0.128543,exclusive to you
67869,Community Coffee,2,communitycoffee.com,United States,US,,0.347202525,0.0599925,45.30295844,0.12775,none
71600,ArtPix 3D Affiliate Program,6,artpix3d.com,United States,US,,0.318434427,0.0204742,122.1028949,0.127376,none
5957,vapor4life,6,"store.vapor4life.com, vapor4life.com",United States,US,"Electronic Smoking Vapour, Interests",0.340124949,0.0499936,53.49312833,0.127182,none
70876,FSA Store,3,fsastore.com,United States,US,"Other Beauty Products, Health Foods Vitamins, Cosmetics, Medical Equipment, Medicines & Prescriptions",1.297065227,0.0600173,170.0924842,0.127058,none
66058,"SimpleLab, Inc",5,mytapscore.com,United States,US,Health Foods Vitamins,2.692703411,0.100001,215.0069645,0.125237,none
73070,JuneShine Inc,3,juneshine.com,United States,US,Food & Drink,0.626120682,0.100042,49.9972954,0.125178,none
49847,'47Brand,9,47brand.com,"United States, Canada, Japan",US,Fashion & Accessories,0.417668772,0.0700011,47.75927975,0.124931,none
37859,Quiz Clothing,6,"quizclothing.es, quizclothingus.com, quizclothing.co.uk","United States, Ireland, United Kingdom, Nepal",US,,0.256685107,0.0500154,41.21681755,0.124515,none
73381,KUHL,8,kuhl.com,United States,US,,1.545215819,0.08,155.57957,0.12415,none
74587,TonerWorld,10,tonerworld.com,United States,US,,1.524997536,0.0544051,226.1117211,0.123967,none
69417,Sexy Mama Maternity,2,sexymamamaternity.com,United States,US,Fashion & Accessories,0.789387437,0.0700037,91.06512374,0.123827,none
56992,Beer Drop,5,beerdrop.com,United States,US,Food & Drink,0.86483176,0.100016,69.8695845,0.123759,none
72669,sailvan,9,unicoeye.com,United States,US,Fashion & Accessories,1.167760011,0.249974,37.79689145,0.123596,none
68847,"K9Cuisine, Inc",6,k9cuisine.com,United States,US,Home,0.092658343,0.00999282,75.26308805,0.123201,none
73858,DoYouEven,4,doyoueven.com,"Netherlands, Australia, Canada, Sweden, Singapore, Turkey, Qatar, Ireland, Germany, United States, United Kingdom, New Zealand",US,,1.01864017,0.1,83.14715925,0.122511,none
73388,Circle Media Labs,4,meetcircle.com,United States,US,,3.021268162,0.149998,165.7404929,0.121528,none
64306,Zerorestriction.com,2,zerorestriction.com,United States,US,,1.635327223,0.0791074,170.2419442,0.121429,none
64282,LullaBellz,6,lullabellz.com,"United States, Ireland, United Kingdom",US,,0.48655098,0.0999998,40.10163449,0.12133,none
61291,Baby Dream Company,5,thebabydreammachine.com,United States,US,,0.480133617,0.0499988,79.29674143,0.121101,none
68516,Eroticfeel,9,eroticfeel.com,"Ireland, Germany, Italy, France, United States, Spain, United Kingdom",US,,0.54775071,0.0904613,50.10462412,0.120849,none
68520,Cheef Botanicals LLC,3,cheefbotanicals.com,United States,US,Health Foods Vitamins,1.064452587,0.152757,57.76991891,0.120621,none
73701,Splashe,8,splashe.com,United States,US,,0.193827195,0.055774,28.96027785,0.12,none
71807,"Outlaw Soaps, Inc",8,liveoutlaw.com,United States,US,"Fashion & Accessories, Gifts",0.648419636,0.2,27.02659562,0.11996,none
71211,Anese,9,anese.co,"United States, Canada",US,,0.480545514,0.08,50.09744533,0.119903,none
58056,Smol,3,smolproducts.com,"United States, United Kingdom",US,,0.136795867,0.447015,2.553281991,0.119854,none
55043,Infinity 1 Inc,4,rockabilia.com,"United States, Australia, Canada",US,Fashion & Accessories,0.244276401,0.0500103,40.82610335,0.119642,none
61672,Bradford Exchange Checks,10,bradfordexchangechecks.com,United States,US,"Personal Finance, Business Finance",0.221665582,0.0800908,23.1407546,0.119602,none
73060,Tinyhood,3,tinyhood.com,"United States, Canada",US,,0.142211731,0.0300055,39.64442827,0.11955,none
